UK,O2 UK(prepaid),payandgo.o2.co.uk,payandgo,payandgo,
UK,Orange UK,orangeinternet,,,DNS:158.43.192.1 DNS:158.143.128.1
UK,TMobile,general.tmobile.uk,user,mms,
UK,TMobile(One2One),general.tmobile.uk,Username,one2one,
UK,Jersey Telecom,pepper,,,DNS:212.9.0.135 DNS:212.9.0.135
UA,Jeans,www.jeans.ua,,,
UA,UMC,www.umc.ua,,,
US,AT&T(VPN),public,,,GatewayIP:10.250.250.250
US,AT&T,proxy,,,Port:9201
US,Bell Mobility,,,,GatewayIP:207.236.197.199 Port:9203
US,Cincinnati Bell,wap.gocbw.com,cbw,,GatewayIP:216.68.79.199 Port:9201
US,Cingular,isp.cingular,ISPDA@CINGULARGPRS.COM,CINGULAR1,DNS:66.209.10.201 DNS:66.209.10.202
US,Cingular (MediaWorks),WAP.CINGULAR,WAP@CINGULARGPRS.COM,CINGULAR1,CDMAandnotGPRSsettings
US,Nextel/Telus,,,,DNS:216.155.175.105 DNS:216.155.175.106
US,Rogers,internet.com,,,DNS:216.155.175.105 DNS:216.155.175.106
US,SprintCDMA,,,,
US,TMobile(Internet),internet2.voicestream.com,,,GatewayIP:153.114.115.100
US,TMobile(VPN),internet3.voicestream.com,,,Port:9203
US,TMobile(TZone),wap.voicestream.com,,,
US,Verizon,,,,GatewayIP:12.168.70.74 Port:9201
